Id,IsEquipment,IsOverlaped,Parts,ItemSet,WeaponType,SubWeaponType,Tier,Name_kr,Strength,Agility,Intelligence,Critical,Hp,Attack,Defence,Range,Price,Text,Ingrediant1,requireCount1,Ingrediant2,,Ingrediant3,,Ingrediant4,
130203,true,false,PANTS,NOT_SET,NOT_WEAPON,NOT_SUBWEAPON,3,구미의 각갑,3,0,0,0,50,0,4,0,300,구미호의 영혼이 깃든 각갑. 치명적인 유연함을 부여한다.,,,,,,,,
130303,true,false,ARM,NOT_SET,NOT_WEAPON,NOT_SUBWEAPON,3,수라의 장갑,3,0,0,0,30,0,3,0,300,전투의 화신 수라의 기운이 서린 장갑. 무자비한 공격성을 강화한다.,,,,,,,,
130403,true,false,SHOES,NOT_SET,NOT_WEAPON,NOT_SUBWEAPON,3,흑운의 전투화,3,0,0,0,30,0,3,0,300,검은 구름의 어둠을 품은 전투화. 적의 시야에서 사라지게 한다.,,,,,,,,
110004,true,false,HELMET,APOLON,NOT_WEAPON,NOT_SUBWEAPON,4,황금 월계관,0,0,5,0,20,0,2,0,400,승리의 상징인 황금 월계관. 명예로운 마법사만이 착용할 수 있다.,140128,,140115,,140025,,140008,
110104,true,false,ARMOR,APOLON,NOT_WEAPON,NOT_SUBWEAPON,4,찬란한 태양의 로브,0,0,5,0,30,0,4,0,400,태양의 빛을 담은 로브. 존재 자체로 광휘를 발한다.,140128,,140115,,140025,,140002,
110204,true,false,PANTS,APOLON,NOT_WEAPON,NOT_SUBWEAPON,4,신탁의 맥박 바지,0,0,5,0,30,0,3,0,400,신탁의 예지가 깃든 바지. 에너지 흐름을 안정시킨다.,140128,,140115,,140025,,140005,
110304,true,false,ARM,APOLON,NOT_WEAPON,NOT_SUBWEAPON,4,리라의 선율 장갑,0,0,5,0,15,0,2,0,400,고대 악기의 음률을 지닌 장갑. 마법의 정밀도를 높여준다.,140128,,140115,,140025,,140004,
110404,true,false,SHOES,APOLON,NOT_WEAPON,NOT_SUBWEAPON,4,예언자의 여명화,0,0,5,0,15,0,2,0,400,새벽의 빛처럼 희미한 신발. 운명을 앞당기는 발걸음을 만든다.,140128,,140115,,140025,,140007,
120004,true,false,HELMET,ARTEMIS,NOT_WEAPON,NOT_SUBWEAPON,4,수렵의 그림자 후드,1,4,0,0,40,0,3,0,400,그림자 속에서 움직이는 사냥꾼의 후드. 기척을 감춘다.,140127,,140124,,140025,,140014,
120104,true,false,ARMOR,ARTEMIS,NOT_WEAPON,NOT_SUBWEAPON,4,은월의 가죽흉갑,1,4,0,0,50,0,5,0,400,달빛을 머금은 가죽 흉갑. 조용한 사냥에 적합하다.,140127,,140124,,140025,,140005,
120204,true,false,PANTS,ARTEMIS,NOT_WEAPON,NOT_SUBWEAPON,4,고요한 숲의 각반,1,4,0,0,50,0,4,0,400,정적 속에 숨겨진 힘을 담은 각반. 숲의 은밀함을 닮았다.,140127,,140124,,140025,,140004,
120304,true,false,ARM,ARTEMIS,NOT_WEAPON,NOT_SUBWEAPON,4,사슴발굽 장갑,1,4,0,0,30,0,3,0,400,사슴의 민첩함을 상징하는 장갑. 조용하지만 날카롭다.,140127,,140124,,140025,,140007,
120404,true,false,SHOES,ARTEMIS,NOT_WEAPON,NOT_SUBWEAPON,4,달빛 추적자의 신발,1,4,0,0,25,0,2,0,400,달을 따르는 이의 발걸음을 위한 신발. 무음 이동에 특화되어 있다.,140127,,140124,,140025,,140001,
130004,true,false,HELMET,ZEUS,NOT_WEAPON,NOT_SUBWEAPON,4,천둥군주의 왕관,4,1,0,0,55,0,4,0,400,천둥을 다스리는 군주의 왕관. 우레 같은 위압감을 뿜어낸다.,140127,,140124,,140026,,140013,
130104,true,false,ARMOR,ZEUS,NOT_WEAPON,NOT_SUBWEAPON,4,번개의 심판 갑주,4,1,0,0,65,0,5,0,400,심판의 번개가 형상화된 갑주. 적을 굳게 만드는 힘을 갖췄다.,140127,,140124,,140026,,140005,
130204,true,false,PANTS,ZEUS,NOT_WEAPON,NOT_SUBWEAPON,4,뇌광문양의 바지,4,1,0,0,60,0,5,0,400,천둥과 번개의 문양이 새겨진 바지. 속도와 전류를 함께 품었다.,140127,,140124,,140026,,140004,
130304,true,false,ARM,ZEUS,NOT_WEAPON,NOT_SUBWEAPON,4,올림포스의 건틀릿,4,1,0,0,35,0,4,0,400,신들의 산에서 내려온 건틀릿. 절대자의 힘을 손끝에 담는다.,140127,,140124,,140026,,140007,
130404,true,false,SHOES,ZEUS,NOT_WEAPON,NOT_SUBWEAPON,4,천상낙뢰의 발굽,4,1,0,0,30,0,4,0,400,하늘에서 내리친 낙뢰의 흔적을 형상화한 신발. 파괴적인 도약을 가능하게 한다.,140127,,140124,,140026,,140001,
110005,true,false,HELMET,COSMOS,NOT_WEAPON,NOT_SUBWEAPON,5,성간의 관,0,0,10,0,30,0,3,0,500,별빛 문양이 새겨진 관. 하늘의 힘을 상징한다.,,,,,,,,세트 1
110105,true,false,ARMOR,COSMOS,NOT_WEAPON,NOT_SUBWEAPON,5,성간의 로브,0,0,10,0,40,0,5,0,500,우주 에너지를 담은 로브. 마법사의 궁극 복장이다.,,,,,,,,세트 1
110205,true,false,PANTS,COSMOS,NOT_WEAPON,NOT_SUBWEAPON,5,성간의 바지,0,0,10,0,40,0,4,0,500,별빛이 반짝이는 바지. 성간의 힘이 흐르고 있다.,,,,,,,,세트 1
110305,true,false,ARM,COSMOS,NOT_WEAPON,NOT_SUBWEAPON,5,성간의 장갑,0,0,10,0,20,0,3,0,500,신비로운 빛이 도는 장갑. 마력을 정제해 전달한다.,,,,,,,,세트 1
110405,true,false,SHOES,COSMOS,NOT_WEAPON,NOT_SUBWEAPON,5,성간의 장화,0,0,10,0,20,0,3,0,500,마법진이 새겨진 장화. 성역에서 직접 만들어졌다.,,,,,,,,세트 1
120005,true,false,HELMET,NIGHTFANG,NOT_WEAPON,NOT_SUBWEAPON,5,흑랑의 두건,2,7,0,0,50,0,4,0,500,어둠에 잠식된 두건. 흑랑 부족의 정체성을 드러낸다.,,,,,,,,세트 2
120105,true,false,ARMOR,NIGHTFANG,NOT_WEAPON,NOT_SUBWEAPON,5,흑랑의 조끼,2,7,0,0,60,0,6,0,500,사냥의 기운이 흐르는 조끼. 야수와의 교감이 느껴진다.,,,,,,,,세트 2
120205,true,false,PANTS,NIGHTFANG,NOT_WEAPON,NOT_SUBWEAPON,5,흑랑의 바지,2,7,0,0,60,0,5,0,500,조용한 움직임을 위한 바지. 그림자처럼 숨어든다.,,,,,,,,세트 2
120305,true,false,ARM,NIGHTFANG,NOT_WEAPON,NOT_SUBWEAPON,5,흑랑의 장갑,2,7,0,0,40,0,4,0,500,날카로운 형상의 장갑. 야성적인 전투 스타일을 지녔다.,,,,,,,,세트 2
120405,true,false,SHOES,NIGHTFANG,NOT_WEAPON,NOT_SUBWEAPON,5,흑랑의 장화,2,7,0,0,35,0,3,0,500,강인한 발톱을 닮은 장화. 대지 위를 사뿐히 딛는다.,,,,,,,,세트 2
130005,true,false,HELMET,DRAGONKNIGHT,NOT_WEAPON,NOT_SUBWEAPON,5,용기사의 투구,7,2,0,0,65,0,5,0,500,용의 문양이 새겨진 투구. 전설의 기사만이 착용했다.,,,,,,,,세트 3
130105,true,false,ARMOR,DRAGONKNIGHT,NOT_WEAPON,NOT_SUBWEAPON,5,용기사의 갑주,7,2,0,0,80,0,7,0,500,불꽃에 달궈진 갑주. 드래곤에 맞설 수 있도록 제작되었다.,,,,,,,,세트 3
130205,true,false,PANTS,DRAGONKNIGHT,NOT_WEAPON,NOT_SUBWEAPON,5,용기사의 각갑,7,2,0,0,70,0,6,0,500,용의 숨결을 견디는 다리갑. 고대 기술의 산물이다.,,,,,,,,세트 3
130305,true,false,ARM,DRAGONKNIGHT,NOT_WEAPON,NOT_SUBWEAPON,5,용기사의 건틀릿,7,2,0,0,45,0,5,0,500,비늘처럼 단단한 건틀릿. 용의 발톱조차 튕겨낸다.,,,,,,,,세트 3
130405,true,false,SHOES,DRAGONKNIGHT,NOT_WEAPON,NOT_SUBWEAPON,5,용기사의 각반,7,2,0,0,40,0,5,0,500,불타는 힘이 깃든 각반. 대지를 짓밟는 기사에게 어울린다.,,,,,,,,세트 3
